area_type,availability,location,size,society,total_sqft,bath,balcony,park_faci,dist_mainroad,price
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2,2,0,164,105
Built-up  Area,Ready To Move,Ardendale,3 BHK,Mahtsba,1650,3,3,0,166,82
Plot  Area,Ready To Move,MS Pallya,7 Bedroom,,1200,7,2,0,2,139
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Music C,1150,2,1,0,155,38
Super built-up  Area,Ready To Move,Byadarahalli,3 BHK,HMriast,3071,4,,1,14,300
Built-up  Area,Ready To Move,Dasanapura,4 Bedroom,,2400,5,2,1,113,100
Built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,850,2,0,0,48,34
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1580,3,1,0,196,83.74
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2,1,0,4,84.03
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,381,1,1,0,198,28
Built-up  Area,18-Feb,KR Puram,9 BHK,,4600,9,2,0,198,200
Super built-up  Area,Ready To Move,Hebbal,2 BHK,,1040,2,1,0,175,55
Built-up  Area,18-Apr,Choodasandra,4 Bedroom,LGifeew,2429,3,1,0,2,210
Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,Rainet ,1260,2,1,1,124,49
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1498,3,2,1,143,74.9
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,,1200,2,2,0,70,65
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1355,2,1,1,25,72.9
Built-up  Area,Ready To Move,Canara Bank Layout,3 BHK,Fosic C,1450,3,1,1,21,65
Super built-up  Area,Ready To Move,1hwanthpur,3 BHK,,1860,3,2,1,132,168
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1240,2,2,1,122,70
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,NevenLi,1300,2,2,1,191,55
Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,Roima A,2500,5,2,0,146,245
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1950,4,2,1,99,120
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Maorai ,1625,2,2,1,17,145
Super built-up  Area,18-Jul,Electronic City,2 BHK,,1200,2,2,0,152,30
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2,2,0,53,66
Super built-up  Area,18-Mar,Whitefield,2 BHK,Prtates,1216,2,1,0,194,72.5
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2,3,1,43,50
Plot  Area,Ready To Move,Samethanahalli,3 Bedroom,,2100,3,0,0,17,70
Built-up  Area,Ready To Move,Ananth Nagar,3 BHK,VmlleRo,1470,3,2,1,93,54
Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,PrarePa,1365,3,1,1,40,76.18
Super built-up  Area,18-Jul,Hosa Road,2 BHK,Mahesr ,1364,2,1,1,38,64.79
Super built-up  Area,20-Dec,Banashankari Stage VI,2 BHK,Brens7 ,1180,2,1,0,116,59.47
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1800,3,2,1,34,130
Super built-up  Area,Ready To Move,Kothannur,2 BHK,,1350,2,2,1,165,42
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1573,3,2,0,163,98
Super built-up  Area,Ready To Move,Nallurhalli,3 BHK,Adevo S,1620,3,3,1,178,95
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,,1072,2,1,0,178,42.87
Built-up  Area,Ready To Move,Bagalakunte,1 BHK,,560,1,1,1,39,21
Super built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,Srarkav,1156,2,2,1,114,46
Built-up  Area,18-Dec,Kudlu Gate,2 BHK,,1336,2,1,0,74,86
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,1200,2,1,0,73,20
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,Asintas,3400,4,3,0,27,235
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3,3,0,48,54.51
Super built-up  Area,18-Dec,JP Nagar,4 BHK,Pehtsa ,4000,4,3,1,138,441
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1215,2,2,0,88,40
Built-up  Area,Ready To Move,Cox Town,2 BHK,,1100,2,1,0,181,166
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soinequ,1517,3,3,0,197,100
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,,1565,2,2,0,48,69
Plot  Area,Ready To Move,Palace Guttahalli,6 Bedroom,,1680,4,1,1,63,250
Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2025,4,2,0,100,115
Super built-up  Area,19-Jun,Jalahalli,2 BHK,DSata S,1057,2,1,0,184,34.71
Super built-up  Area,Ready To Move,Sadashiva Nagar,3 BHK,,3850,3,3,0,143,650
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Peles P,1044,2,2,1,182,34
Built-up  Area,Ready To Move,Domlur,3 BHK,Srhida ,1695,3,2,1,66,125
Super built-up  Area,18-Jun,Ramagondanahalli,3 BHK,ViistLa,1635,3,1,1,167,61
Super built-up  Area,Ready To Move,Hiremath Layout,2 BHK,,1140,2,2,1,86,56
Built-up  Area,Ready To Move,Electronic City,2 BHK,Itvir M,1150,2,2,1,116,35
Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,PuontBe,1110,2,2,1,149,110
Super built-up  Area,Ready To Move,1hwanthpur,2 BHK,IBityin,1163,2,2,0,73,64.08
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,Soowsa ,1418,2,2,1,16,65
Built-up  Area,18-Apr,Varthur,2 BHK,Uptusol,1155,2,1,0,22,60
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,PrarePa,1115,2,2,0,117,78
Built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,Betatsi,2250,3,,1,104,180
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1020,2,2,0,196,48.45
Super built-up  Area,Ready To Move,Naidu Layout,3 BHK,,1485,3,2,1,109,78
Plot  Area,Ready To Move,Whitefield,4 Bedroom,,1920,5,2,1,71,250
Plot  Area,Ready To Move,Shingapura,1 Bedroom,,1350,2,0,0,9,45
Super built-up  Area,Ready To Move,8th block Koramangala,2 BHK,,1209,2,2,1,171,100
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,1089,2,1,0,128,43.55
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1445,2,2,1,166,82
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2,2,0,6,50
Super built-up  Area,18-Jan,SHANTHINAGAR,3 BHK,,1500,3,1,0,88,95
Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,Wiaysld,1705,3,2,1,135,75
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,Go0rir,2200,3,2,0,174,160
Plot  Area,Ready To Move,Cunningham Road,5 Bedroom,,2925,5,3,1,62,936
Plot  Area,Ready To Move,Laggere,8 Bedroom,,1800,8,1,1,115,110
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,Chpana ,7200,5,2,0,94,900
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830,3,,0,43,90
Super built-up  Area,18-Dec,Electronics City Phase 1,3 BHK,Shitt S,1450,3,2,1,37,58
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3,2,1,53,56
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1259,2,2,0,163,69.45
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2,1,0,124,73
Built-up  Area,Ready To Move,Kaggadasapura,3 Bedroom,,2500,5,1,0,37,120
Built-up  Area,18-Dec,Kudlu Gate,3 BHK,,1919,3,2,0,88,121
Plot  Area,Ready To Move,Vishveshwarya Layout,6 Bedroom,,1400,6,3,0,174,160
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,2050,3,,0,16,120
Built-up  Area,Ready To Move,Basavangudi,2 BHK,,1050,2,1,0,46,103
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,,1000,2,2,0,26,60
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1640,3,1,0,15,86.8
Built-up  Area,Ready To Move,Kumarapalli,3 BHK,BMmesHo,1488,2,2,0,70,65
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,,1265,2,2,1,156,53.12
Built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1640,3,2,1,194,120
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,HMigond,1719.3,2,2,1,165,88
Plot  Area,Ready To Move,Someshwara Layout,4 Bedroom,,1200,4,2,0,59,130
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Chsilut,1180,2,2,0,165,70
Super built-up  Area,Ready To Move,HBR Layout,3 BHK,Visom B,1700,3,1,1,137,110
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,,1464,3,3,0,5,56
Built-up  Area,Ready To Move,JP Nagar,6 Bedroom,,1800,6,0,1,5,68
Built-up  Area,Ready To Move,Cox Town,4 Bedroom,,1495,2,1,1,35,300
Built-up  Area,15-Aug,Yelahanka,2 BHK,Velas V,1225,2,2,0,28,62
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2,0,0,164,68
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3,3,1,16,120
Built-up  Area,Ready To Move,Doopanahalli,3 BHK,,2250,3,2,0,75,199
Super built-up  Area,Ready To Move,Munivenkatppa Layout,4 BHK,SNiew L,3700,4,2,1,18,314
Plot  Area,Ready To Move,Jalahalli,8 Bedroom,,1244,6,2,1,151,130
Plot  Area,Ready To Move,Jay an agar 4 T Block,4 Bedroom,,750,4,2,1,198,120
Super built-up  Area,18-Apr,Satyasaibaba Layout,2 BHK,,1190,2,3,0,62,42.25
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2,2,0,77,46
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,765,2,1,1,106,37.49
Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,,730,1,2,1,142,52
Built-up  Area,Ready To Move,Queens Road,3 BHK,DRnerns,1405,3,0,0,61,169
Super built-up  Area,20-Dec,Old Madras Road,3 BHK,SheldGr,1350,3,1,1,106,45.9
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,500,1,1,1,185,18
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,SuaveRa,1200,2,2,1,47,55
Built-up  Area,18-Dec,Electronic City,2 BHK,,1165,2,1,0,147,33.64
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1400,2,2,1,182,57
Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800,6,2,0,36,420
Built-up  Area,Ready To Move,Hormavu,3 BHK,SyidaCr,1668,2,,1,103,120
Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,AriosPa,700,1,1,1,91,35
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,MBncele,1485,2,1,0,108,66
Super built-up  Area,20-Oct,Kanakpura Road,2 BHK,PrarePa,700,2,1,0,199,41
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1346,2,1,0,142,100
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,0,180,47
Super built-up  Area,Ready To Move,Bellari Road,2 BHK,,1050,2,1,1,181,43.5
Super built-up  Area,Ready To Move,1st Block Koramangala,3 BHK,LuncyRe,1800,3,2,0,23,53
Super built-up  Area,Ready To Move,Electronic City,3 BHK,SJityVe,1609,3,3,1,130,115
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,770,1,1,1,16,35
Built-up  Area,Ready To Move,Kudlu,2 BHK,,1076,2,1,0,133,50
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1052,2,2,1,32,51
Super built-up  Area,18-Apr,Channasandra,2 BHK,Evanaan,1000,2,2,0,182,35
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,,1000,2,1,1,22,28.88
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1262,2,1,0,76,83
Plot  Area,Ready To Move,Koppa,3 Bedroom,,720,3,1,0,64,48
Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,,500,1,1,1,140,16
Super built-up  Area,Ready To Move,Sadashiva Nagar,4 BHK,,3500,4,,1,66,700
Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,Sphts H,1600,3,2,1,83,180
Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1251,2,1,0,95,53
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1050,3,1,1,137,175
Super built-up  Area,Ready To Move,Nyanappana Halli,2 BHK,MyigePr,1140,2,2,0,54,49
Super built-up  Area,18-May,Old Madras Road,2 BHK,Saesttt,1157,2,2,0,144,47.32
Super built-up  Area,18-Jun,RR Nagar,1 BHK,,648,1,1,1,17,34
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2,1,0,3,78
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1500,3,3,1,26,51.04
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2,1,0,156,51.15
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,,2400,2,1,0,100,125
Super built-up  Area,18-Aug,Kundalahalli,3 BHK,Dieldli,1397,3,3,0,165,105
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1175,2,2,1,147,47
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,900,2,1,1,10,60
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRniad ,2710,3,2,0,82,170
Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,Skarkev,1720,2,2,1,37,126
Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,Bhacy L,1756,3,2,1,107,307
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,602,1,1,1,41,38
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Contsci,1770,3,2,0,72,180
Plot  Area,Ready To Move,Kothannur,6 Bedroom,,930,6,1,0,57,150
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2,2,0,170,43.9
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1200,2,2,1,122,46.5
Built-up  Area,Ready To Move,Hagadur,2 BHK,SSoraba,1100,2,2,0,179,45
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2,2,0,27,46
Super built-up  Area,Ready To Move,Marsur,3 BHK,Asara S,720,2,1,0,184,32
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1476,3,0,1,161,105
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2,2,1,191,65
Super built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,825,2,1,0,189,35
Super built-up  Area,18-Apr,EPIP Zone,3 BHK,BrontLa,1860,3,2,1,154,130
Super built-up  Area,Ready To Move,Gunjur,2 BHK,DSoodSh,1063,2,2,1,91,40
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,697,1,1,0,78,35
Built-up  Area,Ready To Move,Vijayanagar,1 Bedroom,,2400,2,0,1,78,230
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1,1,1,137,36
Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Satlea ,1835,3,2,0,52,160
Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,PrarePa,1365 - 1700,3,0,0,109,79.465
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,MaeamSu,1147,2,1,0,86,75
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2,2,0,19,47.59
Plot  Area,Ready To Move,Kothanur,4 Bedroom,Fenc1,3400,5,0,0,128,265
Built-up  Area,Ready To Move,Hosakerehalli Layout,2 BHK,,1080,2,3,0,126,64
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,,1010,2,1,0,179,40.4
Plot  Area,Ready To Move,Shanti Nagar,4 Bedroom,,2600,4,2,0,144,523
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Roeekbl,1270,2,1,1,117,95
Super built-up  Area,Ready To Move,Basapura,2 BHK,Krtiqa ,1100,2,1,0,165,61
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Krala D,1410,3,2,1,162,92
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1065,2,1,1,112,41.38
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1,1,1,51,36
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Viave E,1315,3,3,0,172,65
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,MCtleas,1650,3,2,0,63,200
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140,2,2,1,68,43
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Gincyi ,960,2,1,0,102,45
Super built-up  Area,Ready To Move,Hosapalya,2 BHK,Viise P,800,1,1,1,34,29
Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,,1225,2,1,1,125,47
Built-up  Area,Ready To Move,Whitefield,2 BHK,Rallsdr,1020,2,2,1,154,45
Super built-up  Area,Ready To Move,Magadi Road,2 BHK,Jaaveha,750,2,1,0,116,27
Plot  Area,Ready To Move,2nd Block Koramangala,3 Bedroom,,3000,3,1,1,140,550
Super built-up  Area,Ready To Move, Mysore Highway,1 BHK,,535,1,1,0,96,35
Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1035,2,1,1,8,60
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,,1020,2,1,1,24,29.45
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,MSuntra,1315,3,0,1,50,64
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1350,2,2,1,163,130
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,1,112,48
Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,ShyamSh,1450,2,3,1,171,50
Plot  Area,Ready To Move,Gottigere,1 Bedroom,,1806,1,1,0,137,150
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2,1,1,164,99
Plot  Area,20-Dec,Binny Pete,3 Bedroom,Shestlo,1282,3,2,0,19,178
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,PualeSk,1929,3,1,0,176,103
Super built-up  Area,Ready To Move,Varthur,2 BHK,Unris E,1100,2,2,1,126,72
Built-up  Area,Ready To Move,Kundalahalli,3 BHK,,1800,3,2,0,150,110
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,,1223,2,1,0,159,42.81
Super built-up  Area,Ready To Move,Bharathi Nagar,3 BHK,ReudePr,1664,3,2,0,58,69.89
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2,2,1,173,47.59
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Ocrda M,1158,2,2,1,72,67
Super built-up  Area,Ready To Move,Hormavu,3 BHK,VMityre,1420,3,2,1,38,58
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1268,2,1,0,3,127
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,SJityaz,1308,2,1,0,143,75
Built-up  Area,Ready To Move,Basavangudi,3 BHK,,1485,3,1,0,195,140
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,,1067,2,3,1,71,33.99
Built-up  Area,Ready To Move,Hulimavu,4 Bedroom,Omaveai,2000,4,0,1,34,100
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2450,3,3,0,184,330
Super built-up  Area,Ready To Move,Glass Factory Layout,2 BHK,SVhyaga,1152,2,1,1,49,42
Super built-up  Area,18-May,Uttarahalli,3 BHK,DSera S,1525,2,2,1,128,62.82
Super built-up  Area,20-Dec,Whitefield,2 BHK,,935,2,1,0,24,32.72
Super built-up  Area,Ready To Move,Jagadish Nagar,3 BHK,SMdesy ,1465,2,2,1,47,88
Built-up  Area,Ready To Move,HBR Layout,2 BHK,,1198,2,1,1,139,65
Super built-up  Area,Ready To Move,3rd Phase Iti Layout,2 BHK,,1145,2,1,1,10,63
Plot  Area,18-Aug,Attibele,2 Bedroom,,1000,2,1,0,155,42
Built-up  Area,Ready To Move,Anekal,1 BHK,,400,1,1,1,47,11.5
Built-up  Area,Ready To Move, south,4 BHK,,3420,3,2,0,192,410
Super built-up  Area,18-Apr,Marathahalli,3 BHK,,1310,3,1,1,181,63.22
Super built-up  Area,Ready To Move,Panathur,3 BHK,Isncasa,1861,3,3,1,13,92
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Omy 2es,1265,2,2,1,114,65
Super built-up  Area,Ready To Move,Green Domain Layout,2 BHK,,1280,2,2,1,162,75
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1279,2,1,0,151,53.76
Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2,0,1,117,66
Plot  Area,18-May,"Ananthapura, T C palaya Main Road",2 Bedroom,,680,3,2,1,62,60
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1590,3,2,1,117,57
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1837,3,3,1,75,142
Super built-up  Area,16-Dec,Hegde Nagar,3 BHK,Soiniy ,1703,3,2,0,177,130
Super built-up  Area,Ready To Move,Kudlu,3 BHK,MJinala,1293,2,2,1,129,80
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2,1,0,175,35
Super built-up  Area,Ready To Move,Doctors Layout,3 BHK,Deonsxp,1450,3,2,0,84,75
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Matonr ,1030,2,2,0,149,57
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3,3,0,190,65.93
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,AiIIIpl,1000,2,2,1,62,60
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,0,200,37
Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1091,2,1,1,34,33.82
Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,BrontLa,2210,3,3,0,116,165
Built-up  Area,Ready To Move,Outer Ring Road East,3 BHK,,1738,3,0,1,99,110
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3,2,0,32,262
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Sklls C,1205,2,1,0,128,56.58
Super built-up  Area,19-May,Kengeri,2 BHK,,1009,2,1,0,99,30.27
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4,3,0,49,240
Built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3362,5,2,1,41,249
Super built-up  Area,18-May,Mysore Road,3 BHK,Brama P,1410 - 1710,,,0,125,83.3
Built-up  Area,Ready To Move,Rajaji Nagar,4 Bedroom,,1600,3,0,0,80,140
Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,,960,2,1,0,59,55
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2,2,0,85,46.55
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Savarar,1024,2,1,0,173,32
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2,2,1,156,40.54
Super built-up  Area,Ready To Move,Mico Layout,1 BHK,Coora S,800,1,1,1,143,29.5
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maana E,2650,3,2,1,136,260
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Tincyum,1080,2,2,1,42,60
Super built-up  Area,Ready To Move,Hebbal,2 BHK,,1150,2,1,1,126,55
Super built-up  Area,18-May,Dasanapura,3 BHK,Tavenew,1286,2,1,1,31,68
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Sahidri,2990,3,2,1,183,198
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,AnnceEl,1150,2,2,1,168,90
Super built-up  Area,Ready To Move,Cooke Town,2 BHK,,1310,2,2,0,146,111
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2,2,0,36,72
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Alarke ,1307,2,1,0,98,50
Plot  Area,18-Aug,Channasandra,4 Bedroom,,1500,4,1,0,104,89.45
Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,CoiewSy,1500,3,1,1,104,90
Super built-up  Area,18-Nov,Thanisandra,2 BHK,Bhe 2ko,1079 - 1183,2,0,0,63,55.975
Built-up  Area,Ready To Move,Whitefield,3 Bedroom,,1600,3,0,0,99,69.1
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800 - 2870,4,0,1,155,241
Super built-up  Area,21-Mar,Yelahanka,1 BHK,Goues A,682,1,1,1,175,36.23
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,2500,4,1,0,157,420
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3,2,1,159,85.5
Super built-up  Area,18-Apr,Haralur Road,3 BHK,SNnia E,1850,3,2,1,53,120
Plot  Area,Ready To Move,Gubbalala,4 Bedroom,,2000,4,1,1,92,85
Super built-up  Area,18-May,Phase 1 Kammasandra,2 BHK,,982,2,1,1,88,25
Built-up  Area,Ready To Move,Nandi Durga Road,2 BHK,,2015,4,0,1,123,325
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702,3,2,0,175,115
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,,1250,2,2,0,43,79
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2,2,0,116,40.54
Plot  Area,Ready To Move,Sneha Colony,2 Bedroom,MGntsar,1050,2,1,1,15,110
Super built-up  Area,19-Mar,Yelahanka,2 BHK,Goues A,1023,2,1,0,195,52.59
Super built-up  Area,Ready To Move,Dairy Circle,2 BHK,Soeurri,1541,2,1,1,39,181
Super built-up  Area,Ready To Move,Siddapura,2 BHK,Vidgema,1275,2,1,0,57,105
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Brdge0,1230 - 1290,2,0,0,17,71.195
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Brtondd,1580,3,3,1,104,125
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Inntss ,1343,2,2,1,138,75
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1365,3,1,0,75,52.81
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2,1,1,36,72
Built-up  Area,Ready To Move,Shampura,2 BHK,Koillph,1187,2,2,1,59,42
Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,,1050,3,0,1,120,147
Plot  Area,18-Feb,Frazer Town,1 Bedroom,,560,1,0,1,42,90
Built-up  Area,Ready To Move,Banashankari Stage III,3 Bedroom,,1000,2,1,1,107,120
Plot  Area,Ready To Move,Nagadevanahalli,5 Bedroom,,1200,5,,0,72,260
